"month_end","cost_group","activity","fault","place_ranking","movement_ranking","onf_desc","zone","cost","id"
2021-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3616
2021-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3617
2020-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,3618
2021-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5,3619
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",1040,3620
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",3000,3621
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",6200,3622
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",272,3623
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",10.5,3624
2020-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,3625
2020-07-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3626
2022-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3627
2022-03-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",35,3628
2021-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3629
2021-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5,3630
2020-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5.1,3631
2022-01-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3632
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",112,3633
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",224,3634
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",1920,3635
2022-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3636
2021-01-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",250,3637
2021-01-01,"VG","VEGETATION","DEAD","P5","M5","Rural Roads","French Pass",150,3638
2020-07-01,"TF","SIGNMAINT","REALIGN","P5","M5","Rural Roads","French Pass",100,3639
2020-07-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",20,3640
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",640,3641
2021-03-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",35,3642
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",4800,3643
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",600,3644
2021-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",7.5,3645
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",4.5,3646
2021-02-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",70,3647
2020-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",51,3648
2022-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3649
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",176,3650
2022-08-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3651
2023-05-01,"TF","SIGNMAINT","VANDALISM","P5","M5","Rural Roads","French Pass",110,3652
2013-04-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","French Pass",12875,3653
2020-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,3654
2020-07-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",250,3655
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",6,3656
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",608,3657
2021-06-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",35,3658
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",5280,3659
2016-07-01,"MA","INSPECT","ROUTINE","P5","M5","Rural Roads","French Pass",160,3660
2021-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",250,3661
2018-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",33,3662
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",960,3663
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",9120,3664
2022-04-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3665
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",304,3666
2020-07-01,"TF","CMPMAINT","NONFUNCT","P5","M5","Rural Roads","French Pass",40,3667
2018-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",300,3668
2020-06-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",250,3669
2020-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,3670
2009-09-01,"VG","VEGETATION","VEGECNTRL","P5","M5","Rural Roads","French Pass",0.4,3671
2021-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3672
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",4.5,3673
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",1088,3674
2021-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",7.5,3675
2021-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",7.5,3676
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",8000,3677
2021-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",12.5,3678
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",480,3679
2022-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3680
2021-05-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",300,3681
2014-05-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",28,3682
2017-08-01,"EN","ENVCLEAN","DEBRIS","P5","M5","Rural Roads","French Pass",250,3683
2021-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3684
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",4320,3685
2021-01-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5.1,3686
2021-07-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",690,3687
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",592,3688
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3689
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",480,3690
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",160,3691
2022-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3692
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3693
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",320,3694
2022-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3695
2021-09-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",230,3696
2021-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3697
2021-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",7.5,3698
2021-09-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",705,3699
2022-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3700
2022-08-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3701
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",4.5,3702
2010-06-01,"VG","VEGETATION","VEGECNTRL","P5","M5","Rural Roads","French Pass",0.4,3703
2021-09-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",230,3704
2021-04-01,"VG","VEGETATION","DEAD","P5","M5","Rural Roads","French Pass",150,3705
2021-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",7.5,3706
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",240,3707
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",7.5,3708
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3709
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",4800,3710
2018-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",1020,3711
2021-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",17.5,3712
2022-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3713
2016-07-01,"MA","INSPECT","ROUTINE","P5","M5","Rural Roads","French Pass",160,3714
2020-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,3715
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",8000,3716
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",22400,3717
2009-11-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",245,3718
2012-07-01,"TF","SIGNMAINT","ACCIDENT","P5","M5","Rural Roads","French Pass",882,3719
2022-04-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",70,3720
2018-06-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",33,3721
2021-01-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,3722
2022-03-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.1,3723
2019-04-01,"TF","SIGNMAINT","UPGRADE","P5","M5","Rural Roads","French Pass",210,3724
2010-06-01,"VG","VEGETATION","VEGECNTRL","P5","M5","Rural Roads","French Pass",0.4,3725
2020-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",25.5,3726
2023-04-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3727
2023-08-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",6944,3728
2020-08-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",306.56,3729
2021-12-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",1103.68,3730
2023-11-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",1103.62,3731
2020-06-01,"VG","VEGETATION","VEGCNTRL3","P5","M5","Rural Roads","French Pass",266.01,3732
2021-04-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","French Pass",140.04,3733
2016-08-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","French Pass",4055.99,3734
2017-06-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","French Pass",46279.98,3735
2021-01-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",3,3736
2011-05-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","French Pass",315,3737
2020-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",80,3738
2020-10-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",250,3739
2020-10-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",15,3740
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3741
2018-09-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","French Pass",2880,3742
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3743
2022-03-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.1,3744
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3745
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3746
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3747
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",90,3748
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3749
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",150,3750
2020-08-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3751
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3752
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",855,3753
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",180,3754
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",100,3755
2017-08-01,"EN","ENVCLEAN","DEBRIS","P5","M5","Rural Roads","French Pass",250,3756
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",90,3757
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",150,3758
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3759
2016-07-01,"MA","INSPECT","ROUTINE","P5","M5","Rural Roads","French Pass",160,3760
2020-07-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",120,3761
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3762
2020-07-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",15,3763
2021-06-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,3764
2023-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,3765
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",3040,3766
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3767
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3768
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3769
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3770
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3771
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3772
2018-09-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","French Pass",5600,3773
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3774
2021-06-01,"TF","EDGEPOST","CLEAN","P5","M5","Rural Roads","French Pass",5,3775
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3776
2021-06-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",35,3777
2020-07-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3778
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",135,3779
2020-09-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",8250,3780
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3781
2023-06-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",235,3782
2022-03-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.1,3783
2023-06-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",420,3784
2021-12-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3785
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3786
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3787
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3788
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",216,3789
2016-07-01,"MA","INSPECT","ROUTINE","P5","M5","Rural Roads","French Pass",160,3790
2022-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3791
2020-11-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,3792
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",225,3793
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3794
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3795
2022-03-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",35,3796
2021-06-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3797
2023-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,3798
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",250,3799
2021-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",7.5,3800
2023-04-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3801
2023-04-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",3,3802
2021-01-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",17,3803
2021-06-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3804
2021-01-01,"TF","EDGEPOST","REALIGN","P5","M5","Rural Roads","French Pass",15,3805
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3806
2021-06-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.1,3807
2021-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3808
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",630,3809
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",4000,3810
2020-07-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3811
2020-07-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3812
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",252,3813
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",180,3814
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",540,3815
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",216,3816
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",612,3817
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",4480,3818
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",288,3819
2021-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3820
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",216,3821
2023-01-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.1,3822
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3823
2021-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3824
2021-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5,3825
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",288,3826
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",3360,3827
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",250,3828
2020-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",8.5,3829
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",270,3830
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5,3831
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3832
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",8000,3833
2022-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3834
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",288,3835
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3836
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",180,3837
2020-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",17,3838
2020-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5.1,3839
2023-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3840
2020-07-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3841
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",200,3842
2020-06-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",20,3843
2020-08-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",20,3844
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",216,3845
2021-09-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",115,3846
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",180,3847
2023-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5,3848
2023-01-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.2,3849
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",3000,3850
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",3200,3851
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",540,3852
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3853
2018-09-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","French Pass",5600,3854
2020-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5.1,3855
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",270,3856
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",144,3857
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",11520,3858
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3859
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3860
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3861
2020-08-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",20,3862
2020-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,3863
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3864
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3865
2022-02-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",35,3866
2020-10-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",75,3867
2021-05-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",4.5,3868
2021-05-01,"VG","VEGETATION","DEAD","P5","M5","Rural Roads","French Pass",150,3869
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3870
2021-01-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",20,3871
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",144,3872
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",4800,3873
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3874
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",90,3875
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3876
2021-09-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",115,3877
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3878
2021-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3879
2021-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3880
2023-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,3881
2021-06-01,"TF","EDGEPOST","CLEAN","P5","M5","Rural Roads","French Pass",5,3882
2023-03-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.1,3883
2023-02-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",230,3884
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3885
2020-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",8.5,3886
2021-09-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",115,3887
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3888
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3889
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",180,3890
2016-07-01,"TF","SIGNMAINT","REALIGN","P5","M5","Rural Roads","French Pass",100,3891
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",6400,3892
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3893
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3894
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",675,3895
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",396,3896
2021-02-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",105,3897
