"segment_id","leg_name","start_pc","end_pc"
5544,"Bike","0.60541","0.60564"
5543,"Bike","0.60564","0.60586"
5542,"Bike","0.60586","0.60608"
5541,"Bike","0.60608","0.60631"
5540,"Bike","0.60631","0.60653"
5539,"Bike","0.60653","0.60675"
5538,"Bike","0.60675","0.60697"
5537,"Bike","0.60697","0.60719"
5536,"Bike","0.60719","0.60741"
5535,"Bike","0.60741","0.60763"
5534,"Bike","0.60763","0.60785"
5533,"Bike","0.60785","0.60806"
5532,"Bike","0.60806","0.60829"
5531,"Bike","0.60829","0.60850"
5530,"Bike","0.60850","0.60871"
5529,"Bike","0.60871","0.60893"
5528,"Bike","0.60893","0.60915"
5527,"Bike","0.60915","0.60937"
5526,"Bike","0.60937","0.60958"
5525,"Bike","0.60958","0.60981"
5524,"Bike","0.60981","0.61003"
5523,"Bike","0.61003","0.61025"
5522,"Bike","0.61025","0.61047"
5521,"Bike","0.61047","0.61069"
5520,"Bike","0.61069","0.61091"
5519,"Bike","0.61091","0.61114"
5518,"Bike","0.61114","0.61136"
5517,"Bike","0.61136","0.61158"
5516,"Bike","0.61158","0.61181"
5515,"Bike","0.61181","0.61203"
5514,"Bike","0.61203","0.61225"
5513,"Bike","0.61225","0.61249"
5512,"Bike","0.61249","0.61271"
5511,"Bike","0.61271","0.61295"
5510,"Bike","0.61295","0.61317"
5509,"Bike","0.61317","0.61340"
5508,"Bike","0.61340","0.61364"
5507,"Bike","0.61364","0.61387"
5506,"Bike","0.61387","0.61410"
5505,"Bike","0.61410","0.61433"
5504,"Bike","0.61433","0.61456"
5503,"Bike","0.61456","0.61479"
5502,"Bike","0.61479","0.61501"
5501,"Bike","0.61501","0.61525"
5500,"Bike","0.61525","0.61547"
5499,"Bike","0.61547","0.61571"
5498,"Bike","0.61571","0.61593"
5497,"Bike","0.61593","0.61617"
5496,"Bike","0.61617","0.61639"
5495,"Bike","0.61639","0.61661"
5494,"Bike","0.61661","0.61684"
5493,"Bike","0.61684","0.61706"
5492,"Bike","0.61706","0.61728"
5491,"Bike","0.61728","0.61751"
5490,"Bike","0.61751","0.61773"
5489,"Bike","0.61773","0.61795"
5488,"Bike","0.61795","0.61818"
5487,"Bike","0.61818","0.61840"
5486,"Bike","0.61840","0.61862"
5485,"Bike","0.61862","0.61885"
5484,"Bike","0.61885","0.61907"
5483,"Bike","0.61907","0.61929"
5482,"Bike","0.61929","0.61952"
5481,"Bike","0.61952","0.61974"
5480,"Bike","0.61974","0.61997"
5479,"Bike","0.61997","0.62019"
5478,"Bike","0.62019","0.62041"
5477,"Bike","0.62041","0.62064"
5476,"Bike","0.62064","0.62086"
5475,"Bike","0.62086","0.62109"
5474,"Bike","0.62109","0.62132"
5473,"Bike","0.62132","0.62155"
5472,"Bike","0.62155","0.62178"
5471,"Bike","0.62178","0.62200"
5470,"Bike","0.62200","0.62222"
5469,"Bike","0.62222","0.62245"
5468,"Bike","0.62245","0.62267"
5467,"Bike","0.62267","0.62288"
5466,"Bike","0.62288","0.62311"
5465,"Bike","0.62311","0.62333"
5464,"Bike","0.62333","0.62354"
5463,"Bike","0.62354","0.62377"
5462,"Bike","0.62377","0.62398"
5461,"Bike","0.62398","0.62420"
5460,"Bike","0.62420","0.62442"
5459,"Bike","0.62442","0.62466"
5458,"Bike","0.62466","0.62488"
5457,"Bike","0.62488","0.62511"
5456,"Bike","0.62511","0.62534"
5455,"Bike","0.62534","0.62556"
5454,"Bike","0.62556","0.62579"
5453,"Bike","0.62579","0.62601"
5452,"Bike","0.62601","0.62623"
5451,"Bike","0.62623","0.62646"
5450,"Bike","0.62646","0.62667"
5449,"Bike","0.62667","0.62689"
5448,"Bike","0.62689","0.62711"
5447,"Bike","0.62711","0.62732"
5446,"Bike","0.62732","0.62754"
5445,"Bike","0.62754","0.62774"
5444,"Bike","0.62774","0.62797"
5443,"Bike","0.62797","0.62817"
5442,"Bike","0.62817","0.62839"
5441,"Bike","0.62839","0.62859"
5440,"Bike","0.62859","0.62882"
5439,"Bike","0.62882","0.62903"
5438,"Bike","0.62903","0.62924"
5437,"Bike","0.62924","0.62943"
5436,"Bike","0.62943","0.62963"
5435,"Bike","0.62963","0.62982"
5434,"Bike","0.62982","0.63002"
5433,"Bike","0.63002","0.63025"
5432,"Bike","0.63025","0.63046"
5431,"Bike","0.63046","0.63067"
5430,"Bike","0.63067","0.63086"
5429,"Bike","0.63086","0.63101"
5428,"Bike","0.63101","0.63125"
5427,"Bike","0.63125","0.63148"
5426,"Bike","0.63148","0.63170"
5425,"Bike","0.63170","0.63186"
5424,"Bike","0.63186","0.63212"
5423,"Bike","0.63212","0.63236"
5422,"Bike","0.63236","0.63259"
5421,"Bike","0.63259","0.63284"
5420,"Bike","0.63284","0.63312"
5419,"Bike","0.63312","0.63335"
5418,"Bike","0.63335","0.63358"
5417,"Bike","0.63358","0.63382"
5416,"Bike","0.63382","0.63405"
5415,"Bike","0.63405","0.63428"
5414,"Bike","0.63428","0.63449"
5413,"Bike","0.63449","0.63471"
5412,"Bike","0.63471","0.63492"
5411,"Bike","0.63492","0.63511"
5410,"Bike","0.63511","0.63531"
5409,"Bike","0.63531","0.63551"
5408,"Bike","0.63551","0.63571"
5407,"Bike","0.63571","0.63591"
5406,"Bike","0.63591","0.63611"
5405,"Bike","0.63611","0.63632"
5404,"Bike","0.63632","0.63653"
5403,"Bike","0.63653","0.63673"
5402,"Bike","0.63673","0.63693"
5401,"Bike","0.63693","0.63713"
5400,"Bike","0.63713","0.63734"
5399,"Bike","0.63734","0.63755"
5398,"Bike","0.63755","0.63775"
5397,"Bike","0.63775","0.63795"
4390,"Bike","0.63795","0.63816"
4391,"Bike","0.63816","0.63836"
4392,"Bike","0.63836","0.63855"
4393,"Bike","0.63855","0.63876"
4394,"Bike","0.63876","0.63895"
4395,"Bike","0.63895","0.63914"
4396,"Bike","0.63914","0.63933"
4397,"Bike","0.63933","0.63953"
4398,"Bike","0.63953","0.63974"
4399,"Bike","0.63974","0.63995"
4400,"Bike","0.63995","0.64016"
4401,"Bike","0.64016","0.64038"
4402,"Bike","0.64038","0.64061"
4403,"Bike","0.64061","0.64083"
4404,"Bike","0.64083","0.64105"
4405,"Bike","0.64105","0.64128"
4406,"Bike","0.64128","0.64150"
4407,"Bike","0.64150","0.64173"
4408,"Bike","0.64173","0.64195"
4409,"Bike","0.64195","0.64217"
4410,"Bike","0.64217","0.64241"
4411,"Bike","0.64241","0.64263"
4412,"Bike","0.64263","0.64285"
4413,"Bike","0.64285","0.64308"
4414,"Bike","0.64308","0.64330"
4415,"Bike","0.64330","0.64352"
4416,"Bike","0.64352","0.64375"
4417,"Bike","0.64375","0.64397"
4418,"Bike","0.64397","0.64420"
4419,"Bike","0.64420","0.64443"
4420,"Bike","0.64443","0.64465"
4421,"Bike","0.64465","0.64489"
4422,"Bike","0.64489","0.64511"
4423,"Bike","0.64511","0.64535"
4424,"Bike","0.64535","0.64557"
4425,"Bike","0.64557","0.64579"
4426,"Bike","0.64579","0.64603"
4427,"Bike","0.64603","0.64625"
4428,"Bike","0.64625","0.64648"
4429,"Bike","0.64648","0.64670"
4430,"Bike","0.64670","0.64693"
4431,"Bike","0.64693","0.64716"
4432,"Bike","0.64716","0.64738"
4433,"Bike","0.64738","0.64762"
4434,"Bike","0.64762","0.64784"
4435,"Bike","0.64784","0.64806"
4436,"Bike","0.64806","0.64830"
4437,"Bike","0.64830","0.64852"
4438,"Bike","0.64852","0.64875"
4439,"Bike","0.64875","0.64898"
4440,"Bike","0.64898","0.64920"
4441,"Bike","0.64920","0.64944"
4442,"Bike","0.64944","0.64966"
4443,"Bike","0.64966","0.64988"
4444,"Bike","0.64988","0.65012"
4445,"Bike","0.65012","0.65034"
4446,"Bike","0.65034","0.65058"
4447,"Bike","0.65058","0.65080"
4448,"Bike","0.65080","0.65103"
4449,"Bike","0.65103","0.65126"
4450,"Bike","0.65126","0.65149"
4451,"Bike","0.65149","0.65173"
4452,"Bike","0.65173","0.65196"
4453,"Bike","0.65196","0.65221"
4454,"Bike","0.65221","0.65244"
4455,"Bike","0.65244","0.65268"
4456,"Bike","0.65268","0.65292"
4457,"Bike","0.65292","0.65316"
4458,"Bike","0.65316","0.65340"
4459,"Bike","0.65340","0.65364"
4460,"Bike","0.65364","0.65388"
4461,"Bike","0.65388","0.65413"
4462,"Bike","0.65413","0.65438"
4463,"Bike","0.65438","0.65463"
4464,"Bike","0.65463","0.65488"
4465,"Bike","0.65488","0.65513"
4466,"Bike","0.65513","0.65536"
4467,"Bike","0.65536","0.65559"
4468,"Bike","0.65559","0.65582"
4469,"Bike","0.65582","0.65605"
4470,"Bike","0.65605","0.65628"
4471,"Bike","0.65628","0.65650"
4472,"Bike","0.65650","0.65672"
4473,"Bike","0.65672","0.65694"
4474,"Bike","0.65694","0.65716"
4475,"Bike","0.65716","0.65738"
4476,"Bike","0.65738","0.65761"
4477,"Bike","0.65761","0.65783"
4478,"Bike","0.65783","0.65805"
4479,"Bike","0.65805","0.65829"
4480,"Bike","0.65829","0.65851"
4481,"Bike","0.65851","0.65874"
4482,"Bike","0.65874","0.65897"
4483,"Bike","0.65897","0.65919"
4484,"Bike","0.65919","0.65942"
4485,"Bike","0.65942","0.65964"
4486,"Bike","0.65964","0.65988"
4487,"Bike","0.65988","0.66011"
4488,"Bike","0.66011","0.66033"
4489,"Bike","0.66033","0.66058"
4490,"Bike","0.66058","0.66081"
4491,"Bike","0.66081","0.66105"
4492,"Bike","0.66105","0.66128"
4493,"Bike","0.66128","0.66153"
4494,"Bike","0.66153","0.66176"
4495,"Bike","0.66176","0.66201"
4496,"Bike","0.66201","0.66223"
4497,"Bike","0.66223","0.66248"
4498,"Bike","0.66248","0.66271"
4499,"Bike","0.66271","0.66294"
4500,"Bike","0.66294","0.66316"
4501,"Bike","0.66316","0.66337"
4502,"Bike","0.66337","0.66361"
4503,"Bike","0.66361","0.66382"
4504,"Bike","0.66382","0.66406"
4505,"Bike","0.66406","0.66428"
4506,"Bike","0.66428","0.66450"
4507,"Bike","0.66450","0.66474"
4508,"Bike","0.66474","0.66496"
4509,"Bike","0.66496","0.66520"
4510,"Bike","0.66520","0.66542"
4511,"Bike","0.66542","0.66566"
4512,"Bike","0.66566","0.66589"
4513,"Bike","0.66589","0.66612"
4514,"Bike","0.66612","0.66636"
4515,"Bike","0.66636","0.66659"
4516,"Bike","0.66659","0.66682"
4517,"Bike","0.66682","0.66705"
4518,"Bike","0.66705","0.66727"
4519,"Bike","0.66727","0.66750"
4520,"Bike","0.66750","0.66772"
4521,"Bike","0.66772","0.66794"
4522,"Bike","0.66794","0.66817"
4523,"Bike","0.66817","0.66839"
4524,"Bike","0.66839","0.66862"
4525,"Bike","0.66862","0.66884"
4526,"Bike","0.66884","0.66905"
4527,"Bike","0.66905","0.66927"
4528,"Bike","0.66927","0.66950"
4529,"Bike","0.66950","0.66972"
4530,"Bike","0.66972","0.66995"
4531,"Bike","0.66995","0.67017"
4532,"Bike","0.67017","0.67039"
4533,"Bike","0.67039","0.67062"
4534,"Bike","0.67062","0.67085"
4535,"Bike","0.67085","0.67107"
4536,"Bike","0.67107","0.67130"
4537,"Bike","0.67130","0.67152"
4538,"Bike","0.67152","0.67174"
4539,"Bike","0.67174","0.67198"
4540,"Bike","0.67198","0.67220"
4541,"Bike","0.67220","0.67243"
4542,"Bike","0.67243","0.67265"
4543,"Bike","0.67265","0.67287"
4544,"Bike","0.67287","0.67311"
4545,"Bike","0.67311","0.67333"
4546,"Bike","0.67333","0.67355"
4547,"Bike","0.67355","0.67379"
4548,"Bike","0.67379","0.67401"
4549,"Bike","0.67401","0.67425"
4550,"Bike","0.67425","0.67447"
4551,"Bike","0.67447","0.67469"
4552,"Bike","0.67469","0.67492"
4553,"Bike","0.67492","0.67515"
4554,"Bike","0.67515","0.67538"
4555,"Bike","0.67538","0.67560"
4556,"Bike","0.67560","0.67582"
4557,"Bike","0.67582","0.67605"
4558,"Bike","0.67605","0.67627"
4559,"Bike","0.67627","0.67649"
4560,"Bike","0.67649","0.67673"
4561,"Bike","0.67673","0.67695"
4562,"Bike","0.67695","0.67716"
4563,"Bike","0.67716","0.67739"
4564,"Bike","0.67739","0.67761"
4565,"Bike","0.67761","0.67782"
4566,"Bike","0.67782","0.67804"
4567,"Bike","0.67804","0.67826"
4568,"Bike","0.67826","0.67849"
4569,"Bike","0.67849","0.67871"
4570,"Bike","0.67871","0.67894"
4571,"Bike","0.67894","0.67917"
4572,"Bike","0.67917","0.67938"
4573,"Bike","0.67938","0.67961"
4574,"Bike","0.67961","0.67987"
4575,"Bike","0.67987","0.68012"
4576,"Bike","0.68012","0.68037"
4577,"Bike","0.68037","0.68064"
4578,"Bike","0.68064","0.68093"
4579,"Bike","0.68093","0.68120"
4580,"Bike","0.68120","0.68145"
4581,"Bike","0.68145","0.68171"
4582,"Bike","0.68171","0.68198"
4583,"Bike","0.68198","0.68224"
4584,"Bike","0.68224","0.68250"
4585,"Bike","0.68250","0.68274"
4586,"Bike","0.68274","0.68302"
4587,"Bike","0.68302","0.68330"
4588,"Bike","0.68330","0.68359"
4589,"Bike","0.68359","0.68380"
4590,"Bike","0.68380","0.68403"
4591,"Bike","0.68403","0.68432"
4592,"Bike","0.68432","0.68454"
4593,"Bike","0.68454","0.68483"
4594,"Bike","0.68483","0.68504"
4595,"Bike","0.68504","0.68527"
4596,"Bike","0.68527","0.68554"
4597,"Bike","0.68554","0.68574"
4598,"Bike","0.68574","0.68599"
4599,"Bike","0.68599","0.68622"
4600,"Bike","0.68622","0.68645"
4601,"Bike","0.68645","0.68670"
4602,"Bike","0.68670","0.68693"
4603,"Bike","0.68693","0.68718"
4604,"Bike","0.68718","0.68741"
4605,"Bike","0.68741","0.68767"
4606,"Bike","0.68767","0.68792"
4607,"Bike","0.68792","0.68815"
4608,"Bike","0.68815","0.68841"
4609,"Bike","0.68841","0.68863"
4610,"Bike","0.68863","0.68888"
4611,"Bike","0.68888","0.68911"
4612,"Bike","0.68911","0.68936"
4613,"Bike","0.68936","0.68958"
4614,"Bike","0.68958","0.68981"
4615,"Bike","0.68981","0.69003"
4616,"Bike","0.69003","0.69026"
4617,"Bike","0.69026","0.69051"
4618,"Bike","0.69051","0.69076"
4619,"Bike","0.69076","0.69101"
4620,"Bike","0.69101","0.69127"
4621,"Bike","0.69127","0.69152"
4622,"Bike","0.69152","0.69176"
4623,"Bike","0.69176","0.69200"
4624,"Bike","0.69200","0.69224"
4625,"Bike","0.69224","0.69249"
4626,"Bike","0.69249","0.69272"
4627,"Bike","0.69272","0.69297"
4628,"Bike","0.69297","0.69320"
4629,"Bike","0.69320","0.69344"
4630,"Bike","0.69344","0.69367"
4631,"Bike","0.69367","0.69391"
4632,"Bike","0.69391","0.69413"
4633,"Bike","0.69413","0.69435"
4634,"Bike","0.69435","0.69459"
4635,"Bike","0.69459","0.69481"
4636,"Bike","0.69481","0.69504"
4637,"Bike","0.69504","0.69526"
4638,"Bike","0.69526","0.69548"
4639,"Bike","0.69548","0.69571"
4640,"Bike","0.69571","0.69593"
4641,"Bike","0.69593","0.69615"
4642,"Bike","0.69615","0.69639"
4643,"Bike","0.69639","0.69661"
4644,"Bike","0.69661","0.69683"
4645,"Bike","0.69683","0.69707"
4646,"Bike","0.69707","0.69729"
4647,"Bike","0.69729","0.69753"
4648,"Bike","0.69753","0.69775"
4649,"Bike","0.69775","0.69797"
4650,"Bike","0.69797","0.69821"
4651,"Bike","0.69821","0.69843"
4652,"Bike","0.69843","0.69867"
4653,"Bike","0.69867","0.69889"
4654,"Bike","0.69889","0.69911"
4655,"Bike","0.69911","0.69935"
4656,"Bike","0.69935","0.69957"
4657,"Bike","0.69957","0.69980"
4658,"Bike","0.69980","0.70002"
4659,"Bike","0.70002","0.70024"
4660,"Bike","0.70024","0.70046"
4661,"Bike","0.70046","0.70068"
4662,"Bike","0.70068","0.70090"
4663,"Bike","0.70090","0.70113"
4664,"Bike","0.70113","0.70135"
4665,"Bike","0.70135","0.70157"
4666,"Bike","0.70157","0.70180"
4667,"Bike","0.70180","0.70202"
4668,"Bike","0.70202","0.70224"
4669,"Bike","0.70224","0.70247"
4670,"Bike","0.70247","0.70269"
4671,"Bike","0.70269","0.70291"
4672,"Bike","0.70291","0.70314"
4673,"Bike","0.70314","0.70336"
4674,"Bike","0.70336","0.70359"
4675,"Bike","0.70359","0.70381"
4676,"Bike","0.70381","0.70403"
4677,"Bike","0.70403","0.70426"
4678,"Bike","0.70426","0.70448"
4679,"Bike","0.70448","0.70470"
4680,"Bike","0.70470","0.70492"
4681,"Bike","0.70492","0.70514"
4682,"Bike","0.70514","0.70536"
4683,"Bike","0.70536","0.70559"
4684,"Bike","0.70559","0.70581"
4685,"Bike","0.70581","0.70603"
4686,"Bike","0.70603","0.70626"
4687,"Bike","0.70626","0.70648"
4688,"Bike","0.70648","0.70670"
4689,"Bike","0.70670","0.70693"
4690,"Bike","0.70693","0.70715"
4691,"Bike","0.70715","0.70737"
4692,"Bike","0.70737","0.70760"
4693,"Bike","0.70760","0.70782"
4694,"Bike","0.70782","0.70804"
4695,"Bike","0.70804","0.70827"
4696,"Bike","0.70827","0.70849"
4697,"Bike","0.70849","0.70872"
4698,"Bike","0.70872","0.70894"
4699,"Bike","0.70894","0.70916"
4700,"Bike","0.70916","0.70939"
4701,"Bike","0.70939","0.70961"
4702,"Bike","0.70961","0.70983"
4703,"Bike","0.70983","0.71006"
4704,"Bike","0.71006","0.71028"
4705,"Bike","0.71028","0.71050"
4706,"Bike","0.71050","0.71073"
4707,"Bike","0.71073","0.71096"
4708,"Bike","0.71096","0.71119"
4709,"Bike","0.71119","0.71141"
4710,"Bike","0.71141","0.71163"
4711,"Bike","0.71163","0.71186"
4712,"Bike","0.71186","0.71209"
4713,"Bike","0.71209","0.71231"
4714,"Bike","0.71231","0.71254"
4715,"Bike","0.71254","0.71276"
4716,"Bike","0.71276","0.71300"
4717,"Bike","0.71300","0.71322"
4718,"Bike","0.71322","0.71344"
4719,"Bike","0.71344","0.71367"
4720,"Bike","0.71367","0.71389"
4721,"Bike","0.71389","0.71411"
4722,"Bike","0.71411","0.71435"
4723,"Bike","0.71435","0.71457"
4724,"Bike","0.71457","0.71480"
4725,"Bike","0.71480","0.71502"
4726,"Bike","0.71502","0.71525"
4727,"Bike","0.71525","0.71548"
4728,"Bike","0.71548","0.71570"
4729,"Bike","0.71570","0.71592"
4730,"Bike","0.71592","0.71615"
4731,"Bike","0.71615","0.71638"
4732,"Bike","0.71638","0.71661"
4733,"Bike","0.71661","0.71683"
4734,"Bike","0.71683","0.71706"
4735,"Bike","0.71706","0.71730"
4736,"Bike","0.71730","0.71752"
4737,"Bike","0.71752","0.71776"
4738,"Bike","0.71776","0.71799"
4739,"Bike","0.71799","0.71823"
4740,"Bike","0.71823","0.71846"
4741,"Bike","0.71846","0.71868"
4742,"Bike","0.71868","0.71893"
4743,"Bike","0.71893","0.71915"
4744,"Bike","0.71915","0.71939"
4745,"Bike","0.71939","0.71961"
4746,"Bike","0.71961","0.71985"
4747,"Bike","0.71985","0.72007"
4748,"Bike","0.72007","0.72029"
4749,"Bike","0.72029","0.72052"
4750,"Bike","0.72052","0.72074"
4751,"Bike","0.72074","0.72098"
4752,"Bike","0.72098","0.72120"
4753,"Bike","0.72120","0.72142"
4754,"Bike","0.72142","0.72165"
4755,"Bike","0.72165","0.72187"
4756,"Bike","0.72187","0.72209"
4757,"Bike","0.72209","0.72232"
4758,"Bike","0.72232","0.72254"
4759,"Bike","0.72254","0.72277"
4760,"Bike","0.72277","0.72300"
4761,"Bike","0.72300","0.72322"
4762,"Bike","0.72322","0.72345"
4763,"Bike","0.72345","0.72368"
4764,"Bike","0.72368","0.72390"
4765,"Bike","0.72390","0.72413"
4766,"Bike","0.72413","0.72436"
4767,"Bike","0.72436","0.72459"
4768,"Bike","0.72459","0.72481"
4769,"Bike","0.72481","0.72504"
4770,"Bike","0.72504","0.72527"
4771,"Bike","0.72527","0.72550"
4772,"Bike","0.72550","0.72573"
4773,"Bike","0.72573","0.72595"
4774,"Bike","0.72595","0.72618"
4775,"Bike","0.72618","0.72641"
4776,"Bike","0.72641","0.72663"
4777,"Bike","0.72663","0.72685"
4778,"Bike","0.72685","0.72709"
4779,"Bike","0.72709","0.72731"
4780,"Bike","0.72731","0.72754"
4781,"Bike","0.72754","0.72777"
4782,"Bike","0.72777","0.72799"
4783,"Bike","0.72799","0.72823"
4784,"Bike","0.72823","0.72845"
4785,"Bike","0.72845","0.72868"
4786,"Bike","0.72868","0.72890"
4787,"Bike","0.72890","0.72913"
4788,"Bike","0.72913","0.72936"
4789,"Bike","0.72936","0.72958"
4790,"Bike","0.72958","0.72982"
4791,"Bike","0.72982","0.73004"
4792,"Bike","0.73004","0.73026"
4793,"Bike","0.73026","0.73050"
4794,"Bike","0.73050","0.73072"
4795,"Bike","0.73072","0.73094"
4796,"Bike","0.73094","0.73117"
4797,"Bike","0.73117","0.73140"
4798,"Bike","0.73140","0.73163"
4799,"Bike","0.73163","0.73186"
4800,"Bike","0.73186","0.73208"
4801,"Bike","0.73208","0.73232"
4802,"Bike","0.73232","0.73254"
4803,"Bike","0.73254","0.73277"
4804,"Bike","0.73277","0.73299"
4805,"Bike","0.73299","0.73321"
4806,"Bike","0.73321","0.73344"
4807,"Bike","0.73344","0.73365"
4808,"Bike","0.73365","0.73387"
4809,"Bike","0.73387","0.73410"
4810,"Bike","0.73410","0.73432"
4811,"Bike","0.73432","0.73454"
4812,"Bike","0.73454","0.73477"
4813,"Bike","0.73477","0.73500"
4814,"Bike","0.73500","0.73523"
4815,"Bike","0.73523","0.73545"
4816,"Bike","0.73545","0.73567"
4817,"Bike","0.73567","0.73591"
4818,"Bike","0.73591","0.73613"
4819,"Bike","0.73613","0.73634"
4820,"Bike","0.73634","0.73658"
4821,"Bike","0.73658","0.73680"
4822,"Bike","0.73680","0.73704"
4823,"Bike","0.73704","0.73725"
4824,"Bike","0.73725","0.73748"
4825,"Bike","0.73748","0.73771"
4826,"Bike","0.73771","0.73793"
4827,"Bike","0.73793","0.73816"
4828,"Bike","0.73816","0.73841"
4829,"Bike","0.73841","0.73866"
4830,"Bike","0.73866","0.73888"
4831,"Bike","0.73888","0.73913"
4832,"Bike","0.73913","0.73936"
4833,"Bike","0.73936","0.73959"
4834,"Bike","0.73959","0.73982"
4835,"Bike","0.73982","0.74006"
4836,"Bike","0.74006","0.74030"
4837,"Bike","0.74030","0.74053"
4838,"Bike","0.74053","0.74076"
4839,"Bike","0.74076","0.74099"
4840,"Bike","0.74099","0.74122"
4841,"Bike","0.74122","0.74145"
4842,"Bike","0.74145","0.74166"
4843,"Bike","0.74166","0.74190"
4844,"Bike","0.74190","0.74212"
4845,"Bike","0.74212","0.74234"
4846,"Bike","0.74234","0.74257"
4847,"Bike","0.74257","0.74279"
4848,"Bike","0.74279","0.74303"
4849,"Bike","0.74303","0.74325"
4850,"Bike","0.74325","0.74347"
4851,"Bike","0.74347","0.74371"
4852,"Bike","0.74371","0.74393"
4853,"Bike","0.74393","0.74415"
4854,"Bike","0.74415","0.74439"
4855,"Bike","0.74439","0.74461"
4856,"Bike","0.74461","0.74485"
4857,"Bike","0.74485","0.74507"
4858,"Bike","0.74507","0.74529"
4859,"Bike","0.74529","0.74552"
4860,"Bike","0.74552","0.74574"
4861,"Bike","0.74574","0.74597"
4862,"Bike","0.74597","0.74618"
4863,"Bike","0.74618","0.74640"
4864,"Bike","0.74640","0.74662"
4865,"Bike","0.74662","0.74684"
4866,"Bike","0.74684","0.74705"
4867,"Bike","0.74705","0.74726"
4868,"Bike","0.74726","0.74749"
4869,"Bike","0.74749","0.74771"
4870,"Bike","0.74771","0.74793"
4871,"Bike","0.74793","0.74814"
4872,"Bike","0.74814","0.74836"
4873,"Bike","0.74836","0.74858"
4874,"Bike","0.74858","0.74878"
4875,"Bike","0.74878","0.74901"
4876,"Bike","0.74901","0.74923"
4877,"Bike","0.74923","0.74945"
4878,"Bike","0.74945","0.74966"
4879,"Bike","0.74966","0.74989"
4880,"Bike","0.74989","0.75010"
4881,"Bike","0.75010","0.75032"
4882,"Bike","0.75032","0.75057"
4883,"Bike","0.75057","0.75079"
4884,"Bike","0.75079","0.75105"
4885,"Bike","0.75105","0.75131"
4886,"Bike","0.75131","0.75162"
4887,"Bike","0.75162","0.75193"
4888,"Bike","0.75193","0.75224"
4889,"Bike","0.75224","0.75251"
4890,"Bike","0.75251","0.75277"
4891,"Bike","0.75277","0.75303"
4892,"Bike","0.75303","0.75326"
4893,"Bike","0.75326","0.75349"
4894,"Bike","0.75349","0.75371"
4895,"Bike","0.75371","0.75393"
4896,"Bike","0.75393","0.75416"
4897,"Bike","0.75416","0.75439"
4898,"Bike","0.75439","0.75462"
4899,"Bike","0.75462","0.75483"
4900,"Bike","0.75483","0.75505"
4901,"Bike","0.75505","0.75528"
4902,"Bike","0.75528","0.75550"
4903,"Bike","0.75550","0.75572"
4904,"Bike","0.75572","0.75595"
4905,"Bike","0.75595","0.75617"
4906,"Bike","0.75617","0.75640"
4907,"Bike","0.75640","0.75663"
4908,"Bike","0.75663","0.75685"
4909,"Bike","0.75685","0.75707"
4910,"Bike","0.75707","0.75730"
4911,"Bike","0.75730","0.75752"
4912,"Bike","0.75752","0.75773"
4913,"Bike","0.75773","0.75794"
4914,"Bike","0.75794","0.75810"
4915,"Bike","0.75810","0.75819"
4916,"Bike","0.75819","0.75833"
4917,"Bike","0.75833","0.75847"
4918,"Bike","0.75847","0.75859"
4919,"Bike","0.75859","0.75877"
4920,"Bike","0.75877","0.75897"
4921,"Bike","0.75897","0.75916"
4922,"Bike","0.75916","0.75933"
4923,"Bike","0.75933","0.75952"
4924,"Bike","0.75952","0.75971"
4925,"Bike","0.75971","0.75989"
4926,"Bike","0.75989","0.76007"
4927,"Bike","0.76007","0.76026"
4928,"Bike","0.76026","0.76046"
4929,"Bike","0.76046","0.76068"
4930,"Bike","0.76068","0.76087"
4931,"Bike","0.76087","0.76108"
4932,"Bike","0.76108","0.76128"
4933,"Bike","0.76128","0.76150"
4934,"Bike","0.76150","0.76168"
4935,"Bike","0.76168","0.76187"
4936,"Bike","0.76187","0.76206"
4937,"Bike","0.76206","0.76228"
4938,"Bike","0.76228","0.76248"
4939,"Bike","0.76248","0.76268"
4940,"Bike","0.76268","0.76290"
4941,"Bike","0.76290","0.76313"
4942,"Bike","0.76313","0.76336"
4943,"Bike","0.76336","0.76357"
4944,"Bike","0.76357","0.76379"
4945,"Bike","0.76379","0.76403"
4946,"Bike","0.76403","0.76425"
4947,"Bike","0.76425","0.76447"
4948,"Bike","0.76447","0.76471"
4949,"Bike","0.76471","0.76495"
4950,"Bike","0.76495","0.76519"
4951,"Bike","0.76519","0.76542"
4952,"Bike","0.76542","0.76567"
4953,"Bike","0.76567","0.76588"
4954,"Bike","0.76588","0.76609"
4955,"Bike","0.76609","0.76634"
4956,"Bike","0.76634","0.76657"
4957,"Bike","0.76657","0.76680"
4958,"Bike","0.76680","0.76703"
4959,"Bike","0.76703","0.76727"
4960,"Bike","0.76727","0.76751"
4961,"Bike","0.76751","0.76776"
4962,"Bike","0.76776","0.76799"
4963,"Bike","0.76799","0.76822"
4964,"Bike","0.76822","0.76844"
4965,"Bike","0.76844","0.76865"
4966,"Bike","0.76865","0.76887"
4967,"Bike","0.76887","0.76906"
4968,"Bike","0.76906","0.76927"
4969,"Bike","0.76927","0.76947"
4970,"Bike","0.76947","0.76966"
4971,"Bike","0.76966","0.76986"
4972,"Bike","0.76986","0.77006"
4973,"Bike","0.77006","0.77025"
4974,"Bike","0.77025","0.77046"
4975,"Bike","0.77046","0.77066"
4976,"Bike","0.77066","0.77087"
