"main_pack","sub_pack","stage","month","forecast","baseline","actuals"
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Concept Design including investigations and consultations where applicable",2022-08-01,2950,1882,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Concept Design including investigations and consultations where applicable",2022-09-01,5532,3529,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Concept Design including investigations and consultations where applicable",2022-10-01,5716,3647,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Concept Design including investigations and consultations where applicable",2022-11-01,4610,2941,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Construction",2023-08-01,11720,19000,23519
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Construction",2023-09-01,117199,190000,149669
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Construction",2023-10-01,121106,196333,201465
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Construction",2023-11-01,117199,190000,46055
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Construction",2023-12-01,31253,50667,-579
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Construction",2024-02-01,0,0,12118
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Detailed Design",2023-02-01,1927,2036,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Detailed Design",2023-03-01,7468,7891,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Detailed Design",2023-04-01,7227,7636,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Detailed Design",2023-05-01,7468,7891,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Detailed Design",2023-06-01,7227,7636,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Detailed Design",2023-07-01,7468,7891,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","Detailed Design",2023-08-01,964,1018,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","MSQA",2023-08-01,0,0,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","MSQA",2023-09-01,0,0,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","MSQA",2023-10-01,0,0,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","MSQA",2023-11-01,0,0,0
"Anderson Aubrey IS SNP","Anderson Aubrey IS SNP","MSQA",2023-12-01,0,0,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-02-01,35801,0,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-03-01,138727,0,99511
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-04-01,134252,0,154758
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-05-01,138727,0,405264
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-06-01,134252,0,174882
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-07-01,138727,0,167444
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-08-01,138727,0,77992
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-09-01,134252,0,21797
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-10-01,138727,0,88994
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-11-01,134252,0,134276
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2023-12-01,138727,0,65404
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2024-01-01,85026,0,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","Construction",2024-02-01,0,0,44705
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-02-01,1112,463,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-03-01,4309,1795,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-04-01,4170,1737,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-05-01,4309,1795,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-06-01,4170,1737,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-07-01,4309,1795,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-08-01,4309,1795,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-09-01,4170,1737,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-10-01,4309,1795,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-11-01,4170,1737,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2023-12-01,4309,1795,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","MSQA",2024-01-01,2641,1100,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","Tender Period and Evaluation",2022-11-01,0,0,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","Tender Period and Evaluation",2022-12-01,0,0,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","Tender Period and Evaluation",2023-01-01,0,0,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","Tender Period and Evaluation",2023-02-01,0,0,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","Tender document preparation",2022-06-01,8026,8026,0
"Anderson Rd Active Travel","Anderson Rd Active Travel","Tender document preparation",2022-07-01,5234,5234,0
"Arrowtown Traffic Calming 1","Arrowtown Traffic Calming 1","Concept Design including investigations and consultations where applicable",2023-09-01,2485,12000,0
"Arrowtown Traffic Calming 1","Arrowtown Traffic Calming 1","Construction - Maintenance",2024-05-01,98621,24756,139429
"Arrowtown Traffic Calming 1","Arrowtown Traffic Calming 1","Construction - Maintenance",2024-06-01,40808,10244,0
"Arrowtown Traffic Calming 1","Arrowtown Traffic Calming 1","Detailed Design",2023-09-01,1449,348,0
"Arrowtown Traffic Calming 1","Arrowtown Traffic Calming 1","Detailed Design",2023-10-01,5616,1348,0
"Arrowtown Traffic Calming 1","Arrowtown Traffic Calming 1","Detailed Design",2023-11-01,5435,1304,0
"Arrowtown Traffic Calming 1","Arrowtown Traffic Calming 1","MSQA",2024-05-01,5078,0,0
"Arrowtown Traffic Calming 1","Arrowtown Traffic Calming 1","MSQA",2024-06-01,1862,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Construction",2024-01-01,171257,0,113486
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Construction",2024-02-01,191018,0,175141
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Construction",2024-03-01,204192,0,220123
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Construction",2024-04-01,197605,0,172957
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Construction",2024-05-01,204192,0,336665
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Construction",2024-06-01,131737,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2022-08-01,3022,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2022-09-01,11333,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2022-10-01,11710,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2022-11-01,11333,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2022-12-01,11710,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-01-01,11710,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-02-01,10577,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-03-01,11710,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-04-01,11333,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-05-01,11710,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-06-01,11333,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-07-01,11710,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-08-01,11710,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-09-01,11333,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-10-01,11710,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Detailed Design",2023-11-01,3400,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","MSQA",2024-01-01,8445,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","MSQA",2024-02-01,9419,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","MSQA",2024-03-01,10069,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","MSQA",2024-04-01,9744,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","MSQA",2024-05-01,10069,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","MSQA",2024-06-01,6496,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Tendering",2023-11-01,5608,0,0
"Ballantyne Riverbanks IS","Ballantyne Riverbanks IS","Tendering",2023-12-01,5888,0,0
"Cardrona Barriers","Cardrona Barriers","Concept Design including investigations and consultations where applicable",2022-10-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Concept Design including investigations and consultations where applicable",2022-11-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Construction",2023-06-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Construction",2023-07-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Construction",2023-08-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Construction",2023-09-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Construction",2023-10-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Construction",2023-11-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Detailed Design",2022-12-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Detailed Design",2023-01-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Detailed Design",2023-02-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Detailed Design",2023-03-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","MSQA",2023-06-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","MSQA",2023-07-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","MSQA",2023-08-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","MSQA",2023-09-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","MSQA",2023-10-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","MSQA",2023-11-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Tender",2023-04-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Tender",2023-05-01,0,0,0
"Cardrona Barriers","Cardrona Barriers","Tender",2023-06-01,0,0,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Concept Design including investigations and consultations where applicable",2022-11-01,0,10667,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Concept Design including investigations and consultations where applicable",2022-12-01,0,1333,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2023-06-01,172183,95749,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2023-07-01,485244,269839,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2023-08-01,485244,269839,434135
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2023-09-01,469591,261135,307524
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2023-10-01,485244,269839,368156
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2023-11-01,46959,26113,3940
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2023-12-01,0,0,32672
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2024-02-01,0,0,18932
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2024-04-01,0,0,3e+05
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Construction",2024-05-01,0,0,3e+05
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Detailed Design",2022-12-01,1687,5738,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Detailed Design",2023-01-01,10457,35573,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Detailed Design",2023-02-01,9445,32131,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Detailed Design",2023-03-01,1012,3443,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","MSQA",2023-06-01,2553,0,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","MSQA",2023-07-01,7196,0,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","MSQA",2023-08-01,7196,0,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","MSQA",2023-09-01,6964,0,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","MSQA",2023-10-01,7196,0,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","MSQA",2023-11-01,696,0,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Tender",2023-04-01,0,0,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Tender",2023-05-01,0,0,0
"Cardrona Valley Road Barriers","Cardrona Valley Road Barriers","Tender",2023-06-01,0,0,0
"Cardrona Village","Cardrona Village","Construction",2024-04-01,0,34364,0
"Cardrona Village","Cardrona Village","Construction",2024-05-01,0,50727,0
"Cardrona Village","Cardrona Village","Construction",2024-06-01,0,4909,0
"Cardrona Village","Cardrona Village","Detailed Design and Tender",2023-08-01,0,0,0
"Cardrona Village","Cardrona Village","Detailed Design and Tender",2023-09-01,0,0,0
"Cardrona Village","Cardrona Village","Detailed Design and Tender",2023-10-01,0,0,0
"Cardrona Village","Cardrona Village","Detailed Design and Tender",2023-11-01,0,0,0
"Cardrona Village","Cardrona Village","Detailed Design and Tender",2023-12-01,0,0,0
"Cardrona Village","Cardrona Village","Feasibility",2022-07-01,895,895,0
"Cardrona Village","Cardrona Village","Feasibility",2022-08-01,1067,1067,0
"Cardrona Village","Cardrona Village","Feasibility",2022-09-01,1033,1033,0
"Cardrona Village","Cardrona Village","Feasibility",2022-10-01,1067,1067,0
"Cardrona Village","Cardrona Village","Feasibility",2022-11-01,1033,1033,0
"Cardrona Village","Cardrona Village","Feasibility",2022-12-01,1067,1067,0
"Cardrona Village","Cardrona Village","Feasibility",2023-01-01,1067,1067,0
"Cardrona Village","Cardrona Village","Feasibility",2023-02-01,964,964,0
"Cardrona Village","Cardrona Village","Feasibility",2023-03-01,1067,1067,0
"Cardrona Village","Cardrona Village","Feasibility",2023-04-01,1033,1033,0
"Cardrona Village","Cardrona Village","Feasibility",2023-05-01,275,275,0
"Cardrona Village","Cardrona Village","MSQA",2024-04-01,1909,0,0
"Cardrona Village","Cardrona Village","MSQA",2024-05-01,2818,0,0
"Cardrona Village","Cardrona Village","MSQA",2024-06-01,273,0,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","Concept Design including investigations and consultations where applicable",2022-10-01,0,2625,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","Concept Design including investigations and consultations where applicable",2022-11-01,0,9375,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","Construction",2023-01-01,0,39675,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","Construction",2023-02-01,0,138861,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","Construction",2023-03-01,0,153739,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","Detailed Design",2022-11-01,0,829,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","Detailed Design",2022-12-01,0,12853,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","Detailed Design",2023-01-01,0,8292,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","MSQA",2023-03-01,0,0,0
"Crown Range - Chain Bay 4","Crown Range - Chain Bay 4","Tender",2023-01-01,0,0,0
"Crown Range Minor Widening","Crown Range Minor Widening","Concept Design including investigations and consultations where applicable",2022-02-01,0,1575,0
"Crown Range Minor Widening","Crown Range Minor Widening","Construction - Maintenance",2022-02-01,0,35438,0
"Crown Range Minor Widening","Crown Range Minor Widening","Detailed Design",2022-02-01,0,2362,0
"Crown Range Minor Widening","Crown Range Minor Widening","MSQA",2022-04-01,0,0,0
"Crown Range Queenstown Side Barriers","Crown Range Queenstown Side Barriers","Concept Design including investigations and consultations where applicable",2022-03-01,0,12000,0
"Crown Range Queenstown Side Barriers","Crown Range Queenstown Side Barriers","Construction",2022-09-01,0,113490,0
"Crown Range Queenstown Side Barriers","Crown Range Queenstown Side Barriers","Detailed Design",2022-03-01,0,8010,0
"Crown Range Queenstown Side Barriers","Crown Range Queenstown Side Barriers","MSQA",2022-09-01,0,0,0
"Crown Range Speed Management '21","Crown Range Speed Management '21","Concept Design including investigations and consultations where applicable",2023-09-01,12000,12000,0
"Crown Range Speed Management '21","Crown Range Speed Management '21","Construction",2024-01-01,29857,31428,0
"Crown Range Speed Management '21","Crown Range Speed Management '21","Detailed Design",2023-09-01,2772,2772,0
"Crown Range Speed Management '21","Crown Range Speed Management '21","MSQA",2024-01-01,1571,0,0
"Crown Range Speed Management '22","Crown Range Speed Management '22","Concept Design including investigations and consultations where applicable",2023-09-01,0,12000,0
"Crown Range Speed Management '22","Crown Range Speed Management '22","Construction",2023-11-01,0,72545,0
"Crown Range Speed Management '22","Crown Range Speed Management '22","Construction",2023-12-01,0,112445,0
"Crown Range Speed Management '22","Crown Range Speed Management '22","Construction",2024-01-01,0,14509,0
"Crown Range Speed Management '22","Crown Range Speed Management '22","Detailed Design",2023-09-01,0,13500,0
"Crown Range Speed Management '22","Crown Range Speed Management '22","MSQA",2024-01-01,0,0,0
"Edinburgh Drive SNP","Edinburgh Drive SNP","Concept Design including investigations and consultations where applicable",2023-09-01,0,12000,0
"Edinburgh Drive SNP","Edinburgh Drive SNP","Construction - Maintenance",2023-09-01,0,82000,0
"Edinburgh Drive SNP","Edinburgh Drive SNP","Construction - Maintenance",2023-12-01,57000,60000,0
"Edinburgh Drive SNP","Edinburgh Drive SNP","Construction - Maintenance",2024-01-01,20900,22000,0
"Edinburgh Drive SNP","Edinburgh Drive SNP","Detailed Design",2023-09-01,0,6000,0
"Edinburgh Drive SNP","Edinburgh Drive SNP","Detailed Design",2023-10-01,1610,1610,0
"Edinburgh Drive SNP","Edinburgh Drive SNP","Detailed Design",2023-11-01,4390,4390,0
"Edinburgh Drive SNP","Edinburgh Drive SNP","MSQA",2023-12-01,3000,0,0
"Edinburgh Drive SNP","Edinburgh Drive SNP","MSQA",2024-01-01,1100,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Concept Design including investigations and consultations where applicable",2021-11-01,207,298,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Concept Design including investigations and consultations where applicable",2021-12-01,6412,9228,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Concept Design including investigations and consultations where applicable",2022-01-01,6412,9228,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Concept Design including investigations and consultations where applicable",2022-02-01,4758,6847,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Construction",2022-08-01,152861,101908,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Construction",2022-09-01,199384,132923,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Construction",2022-10-01,206030,137354,340783
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Construction",2022-11-01,199384,132923,479961
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Construction",2022-12-01,106338,70892,20165
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Construction",2023-01-01,0,0,13624
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Construction",2023-02-01,0,0,9467
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Detailed Design",2022-02-01,1837,3135,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Detailed Design",2022-03-01,14235,24294,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Detailed Design",2022-04-01,6429,10971,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","MSQA",2022-08-01,5485,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","MSQA",2022-09-01,7154,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","MSQA",2022-10-01,7392,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","MSQA",2022-11-01,7154,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","MSQA",2022-12-01,3815,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Tender",2022-05-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Tender",2022-06-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '21","Tender",2022-07-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","Construction",2022-11-01,225098,348819,316140
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","Construction",2022-12-01,249216,386193,135625
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","Construction",2023-01-01,192941,298988,76962
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","Construction",2023-02-01,0,0,138529
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","Detailed Design",2022-07-01,2561,16098,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","Detailed Design",2022-08-01,2646,16634,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","Detailed Design",2022-09-01,2561,16098,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","Detailed Design",2022-10-01,2646,16634,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","Detailed Design",2022-11-01,85,537,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","MSQA",2023-01-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","MSQA",2023-02-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","MSQA",2023-03-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '22","MSQA",2023-04-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","Construction",2023-05-01,0,0,2e+05
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","Construction",2023-09-01,304819,124578,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","Construction",2023-10-01,429518,175542,499820
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","Construction",2023-11-01,415663,169880,135922
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","Detailed Design",2023-07-01,4412,13235,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","Detailed Design",2023-08-01,4559,13676,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","Detailed Design",2023-09-01,1029,3088,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","MSQA",2023-09-01,7952,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","MSQA",2023-10-01,11205,0,0
"Glenorchy Corridor Package","Glenorchy Road North Barriers '23","MSQA",2023-11-01,10843,0,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Concept Design including investigations and consultations where applicable",2022-01-01,0,1185,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Concept Design including investigations and consultations where applicable",2022-02-01,0,6815,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Construction",2022-08-01,0,31846,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Construction",2022-09-01,0,41538,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Construction",2022-10-01,0,42923,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Construction",2022-11-01,0,41538,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Construction",2022-12-01,0,22154,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Detailed Design",2022-02-01,0,1171,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Detailed Design",2022-03-01,0,9073,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","Detailed Design",2022-04-01,0,1756,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","MSQA",2022-08-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","MSQA",2022-09-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","MSQA",2022-10-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","MSQA",2022-11-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Road South Barriers","MSQA",2022-12-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Concept Design including investigations and consultations where applicable",2021-11-01,0,23,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Concept Design including investigations and consultations where applicable",2021-12-01,0,721,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Concept Design including investigations and consultations where applicable",2022-01-01,0,721,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Concept Design including investigations and consultations where applicable",2022-02-01,0,535,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Construction",2022-08-01,0,7962,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Construction",2022-09-01,0,10385,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Construction",2022-10-01,0,10731,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Construction",2022-11-01,0,10385,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Construction",2022-12-01,0,5538,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Detailed Design",2022-02-01,0,293,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Detailed Design",2022-03-01,0,2268,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","Detailed Design",2022-04-01,0,439,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","MSQA",2022-08-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","MSQA",2022-09-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","MSQA",2022-10-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","MSQA",2022-11-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Various MI '21","MSQA",2022-12-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Various MI '23","Construction",2023-09-01,0,114487,0
"Glenorchy Corridor Package","Glenorchy Various MI '23","Construction",2023-10-01,0,120513,0
"Glenorchy Corridor Package","Glenorchy Various MI '23","Detailed Design",2023-07-01,0,10769,0
"Glenorchy Corridor Package","Glenorchy Various MI '23","Detailed Design",2023-08-01,0,4231,0
"Glenorchy Corridor Package","Glenorchy Various MI '23","MSQA",2023-09-01,0,0,0
"Glenorchy Corridor Package","Glenorchy Various MI '23","MSQA",2023-10-01,0,0,0
"Glenorchy Corridor Package","Paradise Barriers and Signage '21","Concept Design including investigations and consultations where applicable",2022-02-01,0,1200,0
"Glenorchy Corridor Package","Paradise Barriers and Signage '21","Construction",2022-08-01,0,4777,0
"Glenorchy Corridor Package","Paradise Barriers and Signage '21","Construction",2022-09-01,0,6231,0
"Glenorchy Corridor Package","Paradise Barriers and Signage '21","Construction",2022-10-01,0,6438,0
"Glenorchy Corridor Package","Paradise Barriers and Signage '21","Construction",2022-11-01,0,6231,0
"Glenorchy Corridor Package","Paradise Barriers and Signage '21","Construction",2022-12-01,0,3323,0
"Glenorchy Corridor Package","Paradise Barriers and Signage '21","Detailed Design",2022-02-01,0,176,0
